Date/Time,Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep) 
 05/01  11:25:00,5872.850400529854 
 05/01  11:30:00,5832.734719736092 
 05/01  11:35:00,5821.345331030548 
 05/01  11:40:00,5806.868989430942 
 05/01  11:45:00,5773.489027759013 
 05/01  11:50:00,5761.409220840784 
 05/01  11:55:00,5763.809025158141 
 05/01  12:00:00,5769.95706727093 
 05/01  12:05:00,5661.023948400638 
 05/01  12:10:00,5619.558366325586 
 05/01  12:15:00,5595.060550052284 
 05/01  12:20:00,5576.359002564515 
 05/01  12:25:00,5541.418608937693 
 05/01  12:30:00,5517.749842925501 
 05/01  12:35:00,5514.755795175908 
 05/01  12:40:00,4117.990453179068 
 05/01  12:45:00,4117.990453179068 
 05/01  12:50:00,4117.990453179068 
 05/01  12:55:00,4117.990453179068 
 05/01  13:00:00,4117.990453179068 
 05/01  13:05:00,4106.708596792079 
 05/01  13:10:00,4106.708596792079 
 05/01  13:15:00,4106.708596792079 
 05/01  13:20:00,4106.708596792079 
 05/01  13:25:00,4106.708596792079 
 05/01  13:30:00,4106.708596792079 
 05/01  13:35:00,4106.708596792079 
 05/01  13:40:00,4106.708596792079 
 05/01  13:45:00,4106.708596792079 
 05/01  13:50:00,4106.708596792079 
 05/01  13:55:00,4106.708596792079 
 05/01  14:00:00,4106.708596792079 
 05/01  14:05:00,4141.189308231852 
 05/01  14:10:00,4141.254351115777 
 05/01  14:15:00,5588.827081118281 
 05/01  14:20:00,5688.407035594701 
 05/01  14:25:00,5756.777442474043 
 05/01  14:30:00,5859.673237102717 
 05/01  14:35:00,5969.084889026377 
 05/01  14:40:00,6153.898253202563 
 05/01  14:45:00,6337.626903069131 
 05/01  14:50:00,6595.7704107451 
 05/01  14:55:00,6856.428091516858 
 05/01  15:00:00,7186.396019936972 
 05/01  15:05:00,8219.853598765918 
 05/01  15:10:00,8687.522891557794 
 05/01  15:15:00,9138.430787727093 
 05/01  15:20:00,9336.540358570317 
 05/01  15:25:00,9675.251235737334 
 05/01  15:30:00,9995.118053938328 
 05/01  15:35:00,10259.572165885871 
 05/01  15:40:00,10542.833953379903 
 05/01  15:45:00,10765.184461885645 
 05/01  15:50:00,10966.992935236083 
 05/01  15:55:00,11195.460118529732 
 05/01  16:00:00,11336.889962010162 
 05/01  16:05:00,13706.275306842905 
 05/01  16:10:00,14492.99601884283 
 05/01  16:15:00,14867.092772649903 
 05/01  16:20:00,15146.225493608179 
 05/01  16:25:00,15307.31722552605 
 05/01  16:30:00,15526.673456643273 
 05/01  16:35:00,15730.119908644783 
 05/01  16:40:00,15899.10961369073 
 05/01  16:45:00,16053.303227830607 
 05/01  16:50:00,16235.622647465803 
 05/01  16:55:00,16350.998601494419 
 05/01  17:00:00,16557.302151632037 
 05/01  17:05:00,17587.556309050702 
 05/01  17:10:00,17739.271234335112 
 05/01  17:15:00,17268.394610548807 
 05/01  17:20:00,16902.70757598488 
 05/01  17:25:00,16451.282163924723 
 05/01  17:30:00,15932.869790581239 
 05/01  17:35:00,15315.843233588188 
 05/01  17:40:00,14635.59273070534 
 05/01  17:45:00,13994.351111552243 
 05/01  17:50:00,13320.877141794519 
 05/01  17:55:00,12678.00792435796 
 05/01  18:00:00,11895.451611075625 
 05/01  18:05:00,11330.528129394977 
 05/01  18:10:00,11071.394824297713 
 05/01  18:15:00,10961.511299926631 
 05/01  18:20:00,10859.080766760377 
 05/01  18:25:00,10776.348590521175 
 05/01  18:30:00,10711.143477183123 
 05/01  18:35:00,10734.582748353541 
 05/01  18:40:00,10739.484440081425 
 05/01  18:45:00,10677.105205343601 
 05/01  18:50:00,10013.82498632372 
 05/01  18:55:00,9799.176630479704 
 05/01  19:00:00,9875.802139378264 
 05/01  19:05:00,9111.557835338603 
 05/01  19:10:00,8630.191055296013 
 05/01  19:15:00,8324.414880018247 
 05/01  19:20:00,8060.560915551763 
 05/01  19:25:00,7827.392515812471 
 05/01  19:30:00,7579.901419788239 
 05/01  19:35:00,7413.847739467626 
 05/01  19:40:00,7229.424431759049 
 05/01  19:45:00,7062.035492131544 
 05/01  19:50:00,6924.876334295217 
 05/01  19:55:00,6751.739229611452 
 05/01  20:00:00,6642.96542726909 
 05/01  20:05:00,6372.547145958276 
 05/01  20:10:00,6188.2751329942279 
 05/01  20:15:00,6157.639800148536 
 05/01  20:20:00,6122.29284967105 
 05/01  20:25:00,6099.66524527789 
 05/01  20:30:00,6073.08562184995 
 05/01  20:35:00,6033.497937976559 
 05/01  20:40:00,6024.649450692633 
 05/01  20:45:00,5982.298901603045 
 05/01  20:50:00,5958.666164136811 
 05/01  20:55:00,5946.5177448359049 
 05/01  21:00:00,5928.408764372894 
 05/01  21:05:00,4178.096701071936 
 05/01  21:10:00,4177.867831088535 
 05/01  21:15:00,4177.867831088553 
 05/01  21:20:00,4177.867831088555 
 05/01  21:25:00,4177.867831088553 
 05/01  21:30:00,4177.867831088553 
 05/01  21:35:00,4177.867831088553 
 05/01  21:40:00,4177.867831088553 
 05/01  21:45:00,4177.867831088553 
 05/01  21:50:00,4177.867831088553 
 05/01  21:55:00,4177.867831088553 
 05/01  22:00:00,4177.867831088553 
 05/01  22:05:00,4033.5915245380667 
 05/01  22:10:00,4033.466282519588 
 05/01  22:15:00,4033.466282519588 
 05/01  22:20:00,4033.466282519588 
 05/01  22:25:00,4033.466282519588 
 05/01  22:30:00,4033.466282519588 
 05/01  22:35:00,4033.466282519588 
 05/01  22:40:00,4033.466282519588 
 05/01  22:45:00,4033.466282519588 
 05/01  22:50:00,4033.466282519588 
 05/01  22:55:00,4033.466282519588 
 05/01  23:00:00,4033.466282519588 
 05/01  23:05:00,3922.9741940559426 
 05/01  23:10:00,3922.934111082914 
 05/01  23:15:00,3922.934111082914 
 05/01  23:20:00,3922.934111082914 
 05/01  23:25:00,5421.580135937836 
 05/01  23:30:00,3922.934111082914 
 05/01  23:35:00,3922.934111082914 
 05/01  23:40:00,5436.093904280794 
 05/01  23:45:00,3922.934111082914 
 05/01  23:50:00,3922.934111082914 
 05/01  23:55:00,5475.135646184512 
 05/01  24:00:00,3922.934111082914 
 05/02  00:05:00,3895.2523500235258 
 05/02  00:10:00,5621.830373611688 
 05/02  00:15:00,3895.2523500235258 
 05/02  00:20:00,5416.951211641239 
 05/02  00:25:00,5552.78172147128 
 05/02  00:30:00,5476.068174790488 
 05/02  00:35:00,3895.2523500235258 
 05/02  00:40:00,5780.455697178681 
 05/02  00:45:00,3895.2523500235258 
 05/02  00:50:00,5489.831924737731 
 05/02  00:55:00,5662.893791191956 
 05/02  01:00:00,5636.7813199718589 
 05/02  01:05:00,5404.067593455178 
 05/02  01:10:00,5705.719435904748 
 05/02  01:15:00,5612.828808035867 
 05/02  01:20:00,5643.764474467177 
 05/02  01:25:00,5449.077415062882 
 05/02  01:30:00,5895.552133702195 
 05/02  01:35:00,5476.222473539937 
 05/02  01:40:00,5833.016045819199 
 05/02  01:45:00,5678.5128145801759 
 05/02  01:50:00,5741.674748047199 
 05/02  01:55:00,5623.632391991919 
 05/02  02:00:00,6126.537130225343 
 05/02  02:05:00,5487.727656049276 
 05/02  02:10:00,5919.490501283916 
 05/02  02:15:00,5782.72075029198 
 05/02  02:20:00,5997.360713076967 
 05/02  02:25:00,5507.690244625278 
 05/02  02:30:00,6285.653973215818 
 05/02  02:35:00,5515.707237540472 
 05/02  02:40:00,6036.621492125007 
 05/02  02:45:00,5848.668789415239 
 05/02  02:50:00,6050.182598131852 
 05/02  02:55:00,5652.029848099899 
 05/02  03:00:00,6424.903363490987 
 05/02  03:05:00,5533.745837918435 
 05/02  03:10:00,6065.490629782774 
 05/02  03:15:00,5995.178033609105 
 05/02  03:20:00,6204.280664777287 
 05/02  03:25:00,5533.665330917424 
 05/02  03:30:00,6431.215803218437 
 05/02  03:35:00,5534.192130003017 
 05/02  03:40:00,6342.997915664187 
 05/02  03:45:00,5900.6376805103 
 05/02  03:50:00,6090.604246919791 
 05/02  03:55:00,5537.997979444486 
 05/02  04:00:00,6736.244123314967 
 05/02  04:05:00,5565.3580261066749 
 05/02  04:10:00,6065.1836034831699 
 05/02  04:15:00,5846.535946819987 
 05/02  04:20:00,6067.972282778496 
 05/02  04:25:00,5558.804412142642 
 05/02  04:30:00,6550.985199102734 
 05/02  04:35:00,5560.507976906144 
 05/02  04:40:00,6245.872082780607 
 05/02  04:45:00,5921.323089683323 
 05/02  04:50:00,6272.582393537365 
 05/02  04:55:00,5576.7229614999819 
 05/02  05:00:00,6673.176063065325 
 05/02  05:05:00,6239.188231539307 
 05/02  05:10:00,5930.106273058456 
 05/02  05:15:00,5791.726626890157 
 05/02  05:20:00,6001.082654516105 
 05/02  05:25:00,3996.563429522809 
 05/02  05:30:00,6261.587727682559 
 05/02  05:35:00,3996.563429522809 
 05/02  05:40:00,5709.115645782516 
 05/02  05:45:00,5555.423453979435 
 05/02  05:50:00,5727.634665689158 
 05/02  05:55:00,3996.563429522809 
 05/02  06:00:00,5660.98414453686 
 05/02  06:05:00,5196.255672167648 
 05/02  06:10:00,4451.429624704274 
 05/02  06:15:00,4109.021071900429 
 05/02  06:20:00,5616.700744852281 
 05/02  06:25:00,5639.068061210352 
 05/02  06:30:00,4109.021071900429 
 05/02  06:35:00,4109.021071900429 
 05/02  06:40:00,5612.889623853517 
 05/02  06:45:00,4109.021071900429 
 05/02  06:50:00,4109.021071900429 
 05/02  06:55:00,4109.021071900429 
 05/02  07:00:00,4109.021071900429 
 05/02  07:05:00,4511.3884882509469 
 05/02  07:10:00,4732.51169606525 
 05/02  07:15:00,4128.882791075674 
 05/02  07:20:00,4128.882791075694 
 05/02  07:25:00,4842.183010923793 
 05/02  07:30:00,5592.971055403535 
 05/02  07:35:00,5660.201332147897 
 05/02  07:40:00,5703.645833886888 
 05/02  07:45:00,5775.267788307484 
 05/02  07:50:00,5897.963793729657 
 05/02  07:55:00,5952.42689260799 
 05/02  08:00:00,6083.664497755094 
 05/02  08:05:00,6150.3034314321289 
 05/02  08:10:00,6180.0139432993369 
 05/02  08:15:00,6279.5288204326839 
 05/02  08:20:00,6379.657334144685 
 05/02  08:25:00,6495.9391695856079 
 05/02  08:30:00,6737.953322776404 
 05/02  08:35:00,6824.2227590155239 
 05/02  08:40:00,7021.442987987902 
 05/02  08:45:00,7132.859137016797 
 05/02  08:50:00,7266.329155869976 
 05/02  08:55:00,7419.251887483033 
 05/02  09:00:00,7525.067296898028 
 05/02  09:05:00,7686.486022198093 
 05/02  09:10:00,7730.5549978959129 
 05/02  09:15:00,7796.757208439278 
 05/02  09:20:00,7846.21441397323 
 05/02  09:25:00,7919.1313206522959 
 05/02  09:30:00,7918.19880503583 
 05/02  09:35:00,7921.354163856298 
 05/02  09:40:00,7912.003263980313 
 05/02  09:45:00,7885.852063962901 
 05/02  09:50:00,7871.890640592314 
 05/02  09:55:00,7836.6834452819289 
 05/02  10:00:00,7832.63631286272 
 05/02  10:05:00,7778.040161019101 
 05/02  10:10:00,7560.374498530487 
 05/02  10:15:00,7480.06986250679 
 05/02  10:20:00,7392.710757904895 
 05/02  10:25:00,7337.051516728832 
 05/02  10:30:00,4176.318982584785 
 05/02  10:35:00,4176.318982584782 
 05/02  10:40:00,4176.318982584799 
 05/02  10:45:00,4176.318982584799 
 05/02  10:50:00,4176.318982584799 
 05/02  10:55:00,4176.318982584799 
 05/02  11:00:00,4176.318982584799 
 05/02  11:05:00,4163.128342475299 
 05/02  11:10:00,4163.1247933836179 
 05/02  11:15:00,4163.1247933836179 
 05/02  11:20:00,4163.1247933836179 
 05/02  11:25:00,4163.1247933836179 
 05/02  11:30:00,4163.1247933836179 
 05/02  11:35:00,4163.1247933836179 
 05/02  11:40:00,4163.1247933836179 
 05/02  11:45:00,4163.1247933836179 
 05/02  11:50:00,4163.1247933836179 
 05/02  11:55:00,4163.1247933836179 
 05/02  12:00:00,4163.1247933836179 
 05/02  12:05:00,4128.287676424114 
 05/02  12:10:00,4128.291042319621 
 05/02  12:15:00,4128.291042319621 
 05/02  12:20:00,4128.291042319621 
 05/02  12:25:00,4128.291042319621 
 05/02  12:30:00,4128.291042319621 
 05/02  12:35:00,4128.291042319621 
 05/02  12:40:00,4128.291042319621 
 05/02  12:45:00,4128.291042319621 
 05/02  12:50:00,4128.291042319621 
 05/02  12:55:00,4128.291042319621 
 05/02  13:00:00,4128.291042319621 
 05/02  13:05:00,4116.819823623533 
 05/02  13:10:00,4116.819823623533 
 05/02  13:15:00,4116.819823623533 
 05/02  13:20:00,4116.819823623533 
 05/02  13:25:00,4116.819823623533 
 05/02  13:30:00,4116.819823623533 
 05/02  13:35:00,4116.819823623533 
 05/02  13:40:00,4116.819823623533 
 05/02  13:45:00,4116.819823623533 
 05/02  13:50:00,4116.819823623533 
 05/02  13:55:00,4116.819823623533 
 05/02  14:00:00,4116.819823623533 
 05/02  14:05:00,4151.873053883541 
 05/02  14:10:00,4151.939159822511 
 05/02  14:15:00,4151.939159822511 
 05/02  14:20:00,4151.939159822511 
 05/02  14:25:00,4151.939159822511 
 05/02  14:30:00,4151.939159822511 
 05/02  14:35:00,4151.939159822511 
 05/02  14:40:00,4151.939159822511 
 05/02  14:45:00,4151.939159822511 
 05/02  14:50:00,4151.939159822511 
 05/02  14:55:00,4151.939159822511 
 05/02  15:00:00,4151.939159822511 
 05/02  15:05:00,4312.475752938324 
 05/02  15:10:00,4312.665037023919 
 05/02  15:15:00,4312.665037023919 
 05/02  15:20:00,4312.665037023919 
 05/02  15:25:00,4312.665037023919 
 05/02  15:30:00,4312.665037023919 
 05/02  15:35:00,4312.665037023919 
 05/02  15:40:00,4312.665037023919 
 05/02  15:45:00,4312.665037023919 
 05/02  15:50:00,4312.665037023919 
 05/02  15:55:00,4312.665037023919 
 05/02  16:00:00,4312.665037023919 
 05/02  16:05:00,4643.078356807219 
 05/02  16:10:00,4643.2557297338139 
 05/02  16:15:00,4643.2557297338139 
 05/02  16:20:00,4643.2557297338139 
 05/02  16:25:00,4643.2557297338139 
 05/02  16:30:00,4643.2557297338139 
 05/02  16:35:00,4643.255729733789 
 05/02  16:40:00,4643.2557297338139 
 05/02  16:45:00,4643.2557297338139 
 05/02  16:50:00,4643.2557297338139 
 05/02  16:55:00,4643.2557297338139 
 05/02  17:00:00,4643.2557297338139 
 05/02  17:05:00,4640.451011705559 
 05/02  17:10:00,4640.703526154307 
 05/02  17:15:00,4640.703526154307 
 05/02  17:20:00,4640.703526154307 
 05/02  17:25:00,4640.703526154307 
 05/02  17:30:00,4640.703526154307 
 05/02  17:35:00,4640.703526154307 
 05/02  17:40:00,4640.703526154307 
 05/02  17:45:00,4640.703526154307 
 05/02  17:50:00,4640.703526154307 
 05/02  17:55:00,4640.703526154307 
 05/02  18:00:00,4640.703526154307 
 05/02  18:05:00,4509.535172392992 
 05/02  18:10:00,4509.698202783944 
 05/02  18:15:00,4509.698202783944 
 05/02  18:20:00,4509.698202783944 
 05/02  18:25:00,4509.698202783944 
 05/02  18:30:00,4509.698202783944 
 05/02  18:35:00,4509.698202783944 
 05/02  18:40:00,4509.698202783944 
 05/02  18:45:00,4509.698202783944 
 05/02  18:50:00,4509.698202783944 
 05/02  18:55:00,4509.698202783944 
 05/02  19:00:00,4509.698202783944 
 05/02  19:05:00,4440.703785099868 
 05/02  19:10:00,4440.703785099868 
 05/02  19:15:00,4440.703785099868 
 05/02  19:20:00,4440.703785099868 
 05/02  19:25:00,4440.703785099868 
 05/02  19:30:00,4440.703785099868 
 05/02  19:35:00,4440.703785099868 
 05/02  19:40:00,4440.703785099868 
 05/02  19:45:00,4440.703785099868 
 05/02  19:50:00,4440.703785099868 
 05/02  19:55:00,4440.703785099868 
 05/02  20:00:00,4440.703785099868 
 05/02  20:05:00,4375.557817577077 
 05/02  20:10:00,4375.269111981025 
 05/02  20:15:00,4375.269111981025 
 05/02  20:20:00,4375.269111981025 
 05/02  20:25:00,4375.269111981025 
 05/02  20:30:00,4375.269111981025 
 05/02  20:35:00,4375.269111981025 
 05/02  20:40:00,4375.269111981025 
 05/02  20:45:00,4375.269111981025 
 05/02  20:50:00,4375.269111981025 
 05/02  20:55:00,4375.269111981025 
 05/02  21:00:00,4375.269111981025 
 05/02  21:05:00,4178.096701071953 
 05/02  21:10:00,8507.458595124395 
 05/02  21:15:00,8020.545771142917 
 05/02  21:20:00,8345.269984024311 
 05/02  21:25:00,10999.819760686582 
 05/02  21:30:00,10599.116682558913 
 05/02  21:35:00,10677.433277260434 
 05/02  21:40:00,10355.029856012756 
 05/02  21:45:00,10173.084970228145 
 05/02  21:50:00,9924.820944553961 
 05/02  21:55:00,9739.219069713976 
 05/02  22:00:00,9489.214724084944 
 05/02  22:05:00,7922.934914090912 
 05/02  22:10:00,7330.222094366478 
 05/02  22:15:00,7204.321059407289 
 05/02  22:20:00,7064.658007625647 
 05/02  22:25:00,6929.696647972427 
 05/02  22:30:00,6808.473147508972 
 05/02  22:35:00,6686.6030454501019 
 05/02  22:40:00,6599.037378564765 
 05/02  22:45:00,6504.84380554627 
 05/02  22:50:00,6411.779371983784 
 05/02  22:55:00,6332.533316716136 
 05/02  23:00:00,6245.5319768141 
 05/02  23:05:00,5734.400838652521 
 05/02  23:10:00,5648.091704378364 
 05/02  23:15:00,5629.149935726404 
 05/02  23:20:00,5611.20280818944 
 05/02  23:25:00,5593.672526557658 
 05/02  23:30:00,5565.551666787367 
 05/02  23:35:00,5552.312944797844 
 05/02  23:40:00,5539.314228555487 
 05/02  23:45:00,5526.471720309979 
 05/02  23:50:00,5513.805985712229 
 05/02  23:55:00,5501.311463632116 
 05/02  24:00:00,5488.984150635707 
