BuildingID,IDF Filepath,Weather Filepath,Completed Simulation FolderPath,Simulation Status
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantFastFood_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Buffalo_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RestaurantSitDown_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Buffalo_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStandalone_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_RetailStandalone,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Buffalo_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_RetailStripmall_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_RetailStripmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Buffalo_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Denver_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_ElPaso_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Fairbanks_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_GreatFalls_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Honolulu_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_InternationalFalls_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_NewYork_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_PortAngeles_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Rochester_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_SanDiego_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Seattle_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tampa_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolPrimary_STD2018_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Tucson_SchoolPrimary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolSecondary_STD2018_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Albuquerque_SchoolSecondary,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\IECC\STD_2018\IECC_SchoolSecondary_STD2018_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\IECC_2018_Atlanta_SchoolSecondary,Not Started
